id,commonNames,scientificNameWithoutAuthor,scientificNameAuthorship,gbifId,powoId,iucnCategory
1668617,[],Rubus campaniensis,Winkel ex A.Beek,2988903.0,1000028-1,
1669188,[],Rubus mus,A.Beek,2988876.0,1000030-1,
1669353,[],Rubus praticolor,A.Beek,2988867.0,1000031-1,
1402259,['Jau-Jau'],Miconia serrulata,(DC.) Naudin,3188588.0,1000103-2,LC
1417952,['Chinese hollygrape'],Berberis oiwakensis,(Hayata) Laferr.,3980964.0,1000126-1,
1607303,[],Syzygium ngadimanianum,(M.R.Hend.) I.M.Turner,3184057.0,1000206-1,
1607369,[],Syzygium pauper,(Ridl.) I.M.Turner,3183715.0,1000213-1,
1607373,[],Syzygium pendens,(Duthie) I.M.Turner,3183553.0,1000215-1,
1607567,[],Syzygium subdecussatum,(Duthie) I.M.Turner,3183356.0,1000239-1,
1731767,['Southern star'],Oxypetalum coeruleum,(D.Don ex Sweet) Decne.,3572841.0,100033-1,
1476038,[],Epimedium rhizomatosum,Stearn,3981985.0,1000387-1,
1610388,[],Acianthera pantasmi,(Rchb.f.) Pridgeon & M.W.Chase,2839819.0,1000431-2,
1610410,[],Acianthera recurva,(Lindl.) Pridgeon & M.W.Chase,2839869.0,1000531-2,
1462174,[],Oxypetalum foliosum,Mart.,3572373.0,100055-1,
1632183,[],Pterostylis splendens,D.L.Jones & M.A.Clem.,2847558.0,1000650-1,LC
1509319,"['Confederate daisy', ""Porter's sunflower""]",Helianthus porteri,(A.Gray) Pruski,3119169.0,1000702-1,
1398322,[],Aurinia sinuata,(L.) Griseb.,5377794.0,1000728-2,
1546272,[],Euphorbia waringiae,Rauh & Gerold,3065720.0,1000775-1,VU
1410160,"['Umbrella Indian mallow', 'Cowitch']",Pseudabutilon umbellatum,(L.) Fryxell,3152650.0,1000837-1,
1595307,[],Pseudabutilon virgatum,(Cav.) Fryxell,3934724.0,1000838-1,
1397726,['Bastard Agrimony'],Aremonia agrimonoides,(L.) DC.,2988624.0,1000915-2,
1464858,"['ముత్యాల కడ్డి', 'Pearl Stick (ముత్యాల కడ్డి)', 'Pearl stick']",Anthurium obtusum,(Engl.) Grayum,2873359.0,1001003-1,
1466740,[],Spathiphyllum montanum,(R.A.Baker) Grayum,2869685.0,1001011-1,
1490546,[],Solenopsis corsica,"(Meikle) M.B.Crespo, Serra & Juan",5413151.0,1001081-1,
1487995,[],Pilosocereus azulensis,N.P.Taylor & Zappi,3959873.0,1001149-1,CR
1488048,[],Praecereus euchlorus,(F.A.C.Weber ex K.Schum.) N.P.Taylor,7283892.0,1001185-1,LC
1631737,[],Prosthechea abbreviata,(Schltr.) W.E.Higgins,2794127.0,1001226-1,
1400401,[],Prosthechea aemula,(Lindl.) W.E.Higgins,2794015.0,1001227-1,
1631752,[],Prosthechea brassavolae,(Rchb.f.) W.E.Higgins,2794442.0,1001237-1,
1631754,[],Prosthechea bulbosa,(Vell.) W.E.Higgins,2794368.0,1001238-1,
1631760,[],Prosthechea chacaoensis,(Rchb.f.) W.E.Higgins,2794103.0,1001243-1,
1631765,"['Clamshell orchid', 'Black Orchid (Belize)']",Prosthechea cochleata,(L.) W.E.Higgins,2794350.0,1001247-1,
1423670,['Sugandha Orchid'],Prosthechea fragrans,(Sw.) W.E.Higgins,2794328.0,1001253-1,
1631777,[],Prosthechea garciana,(Garay & Dunst.) W.E.Higgins,2794219.0,1001254-1,
1631795,[],Prosthechea livida,(Lindl.) W.E.Higgins,2794157.0,1001272-1,
1631808,[],Prosthechea ochracea,(Lindl.) W.E.Higgins,2794232.0,1001280-1,
1631816,[],Prosthechea prismatocarpa,(Rchb.f.) W.E.Higgins,2794304.0,1001287-1,
1631817,[],Prosthechea pseudopygmaea,(Finet) W.E.Higgins,2794087.0,1001288-1,
1631821,['Dwarf butterfly orchid'],Prosthechea pygmaea,(Hook.) W.E.Higgins,2794075.0,1001292-1,
1631823,[],Prosthechea radiata,(Lindl.) W.E.Higgins,2793961.0,1001294-1,
1557496,['Western blue-eyed grass'],Sisyrinchium bellum,S.Watson,5296053.0,1001300-2,
1631837,[],Prosthechea spondiada,(Rchb.f.) W.E.Higgins,2793994.0,1001304-1,
1400871,[],Prosthechea vespa,(Vell.) W.E.Higgins,2794024.0,1001313-1,
1631850,[],Prosthechea vitellina,(Lindl.) W.E.Higgins,2794494.0,1001314-1,
1408031,[],Allophylus borbonicus,(J.F.Gmel.) F.Friedmann,5577915.0,1001499-1,
1418846,[],Neoshirakia japonica,(Siebold & Zucc.) Esser,3070784.0,1001568-1,LC
1408803,[],Turraea rutilans,(Sm.) Bosser,3852562.0,1001593-1,
1462241,"[""Riyaz's star""]",Oxypetalum solanoides,Hook. & Arn.,3582403.0,100162-1,
1559637,[],Gmelina evoluta,(Däniker) Mabb.,5607691.0,1001665-1,
1364373,[],Aerangis bouarensis,Chiron,2836953.0,1001855-1,
1545423,[],Euphorbia jenisseiensis,Baikov,3067115.0,1001874-1,
1377996,[],Dombeya kefaensis,Friis & Bidgood,7428365.0,1001910-1,VU
1682159,[],Angostura granulosa,(Kallunki) Kallunki,3836810.0,1001917-1,LC
1682461,[],Conchocarpus guyanensis,(Pulle) Kallunki & Pirani,3835561.0,1001939-1,LC
1682473,[],Conchocarpus nicaraguensis,(Standl. & L.O.Williams) Kallunki & Pirani,3835316.0,1001951-1,LC
1682485,[],Conchocarpus toxicarius,(Spruce ex Engl.) Kallunki & Pirani,3835093.0,1001963-1,LC
1605282,[],Kunzea capitata,(Sm.) Heynh.,5420011.0,1002078-1,
1605286,[],Kunzea ericifolia,(Sm.) Heynh.,5419987.0,1002079-1,
1720518,[],Dryopteris cochleata,(D.Don) C.Chr.,5655205.0,1002170-2,
1416210,[],Melaleuca dawsonii,Craven,5415820.0,1002205-1,LC
1416211,[],Melaleuca pancheri,(Brongn. & Gris) Craven & J.W.Dawson,5415940.0,1002206-1,NT
1416209,[],Melaleuca buseana,(Guillaumin) Craven & J.W.Dawson,5415957.0,1002207-1,VU
1605536,[],Melaleuca brevisepala,(J.W.Dawson) Craven & J.W.Dawson,5416041.0,1002210-1,EN
1448039,[],Antimima concinna,(L.Bolus) H.E.K.Hartmann,5554827.0,1002311-1,
1448105,[],Antimima prostrata,(L.Bolus) H.E.K.Hartmann,8620645.0,1002369-1,
1611558,[],Benthamia chlorantha,(Spreng.) Garay & G.A.Romero,5313162.0,1002399-1,
1443976,"['Hairy geranium', ""Austral crane's-bill"", ""Solander's geranium""]",Geranium solanderi,Carolin,2890846.0,1002417-2,
1405172,[],Chelonanthus purpurascens,"(Aubl.) Struwe, S.Nilsson & V.A.Albert",3843690.0,1002418-1,
1366899,"['Algarroba-bean', 'Mesquite', 'Ironwood', 'Alaroba', 'Mezquit tree', 'River algarrobo', 'Screw Bean', 'Aipia', 'Bayahonda Blanca', 'Honey locust', 'South West Thorn', 'Algaroba', 'Algorrobo', 'Bean', 'Cashew', 'Commom mesquite', 'Honey pod', 'Screw', 'Velvet mesquite', 'పట్నం తుమ్మ', 'کهور پاکستانی']",Prosopis juliflora,(Sw.) DC.,5358460.0,1002432-2,
1596583,[],Souroubea gilgii,V.A.Richt.,7866756.0,1002451-1,
1422517,"['Bushveld saffron', 'Anthill saffron']",Elaeodendron transvaalense,(Burtt Davy) R.H.Archer,3791033.0,1002454-1,
1410258,"['Butterfly-bush', 'Cats-whiskers']",Rotheca myricoides,(Hochst.) Steane & Mabb.,7307157.0,1002729-1,LC
1424199,['Blue fountain bush'],Rotheca serrata,(L.) Steane & Mabb.,3887135.0,1002733-1,
1477194,[],Anchusa formosa,"Selvi, Bigazzi & Bacch.",5662228.0,1002785-1,
1357299,[],Atractylis arbuscula,Svent. & Michaelis,5398267.0,1002900-1,EN
1357875,"['Spiny sowthistle', 'Prickly sowthistle', 'Spiny-leaved sow thistle', 'Rough milk thistle', 'Rough sow thistle', 'Spiny sow thistle', 'Spiny-leaf sow thistle', 'Prickly sow thistle', 'Spiny-Leaf Sow-Thistle', 'Sharp-fringed sow thistle', 'Spiny milk thistle', 'Spiny milkthistle', 'Native Sow-Thistle', 'Native Sowthistle', 'Rough Sowthistle', 'Sow Thistle', 'Prickly Annual Sow-Thistle', 'Spiny Annual Sow-Thistle', 'Spiny-Leaved Sow-Thistle', 'Spiny-leaf Sowthistle', 'Perennial sowthistle', 'شیرتیغک', 'חסת המצפן', 'Жовтий осот шорсткий', 'Осот шероховатый']",Sonchus asper,(L.) Hill,3105782.0,1003017-2,
1685380,"['Beach alectryon', ""Beach bird's-eye"", 'Beach Birds-eye']",Alectryon coriaceus,(Benth.) Radlk.,5578182.0,100309-3,LC
1414504,[],Burretiokentia dumasii,Pintaud & Hodel,2732661.0,1003327-1,EN
1414506,[],Burretiokentia grandiflora,Pintaud & Hodel,2732660.0,1003328-1,EN
1414507,[],Burretiokentia koghiensis,Pintaud & Hodel,2732658.0,1003329-1,CR
1472955,[],Oziroe arida,(Poepp.) Speta,2769674.0,1003373-1,
1472251,[],Fessia greilhuberi,(Speta) Speta,2774284.0,1003450-1,
1400271,[],Ormosia bolivarensis,(Rudd) C.H.Stirt.,5611872.0,1003456-2,
1473072,[],Prospero talosii,(Tzanoud. & Kypr.) Speta,2767311.0,1003494-1,CR
1368555,"['Manila-tamarind', 'Camachile', 'Guayamochil', 'Madrasthorn', 'Blackbead', 'Sweet-inga', 'Black beard', 'Monkeypod', 'Cassie Manie', 'Cassie de Manille', 'Guama Americano', 'Manilla Tamarind', 'Gaumuchil apes-earring', 'Kamachil wood', 'Tamarind', 'సీమ చింత', 'Jungle jelabi']",Pithecellobium dulce,(Roxb.) Benth.,2962831.0,1003508-2,LC
1473359,[],Zagrosia persica,(Hausskn.) Speta,5303735.0,1003512-1,
1622914,[],Gymnadenia rhellicani,(Teppner & E.Klein) Teppner & E.Klein,2840460.0,1003517-1,LC
1622908,[],Gymnadenia gabasiana,(Teppner & E.Klein) Teppner & E.Klein,2840418.0,1003518-1,
1622911,['Austrian gymnadenia'],Gymnadenia lithopolitanica,(Ravnik) Teppner & E.Klein,2840422.0,1003519-1,EN
1622901,[],Gymnadenia corneliana,(Beauverd) Teppner & E.Klein,2840444.0,1003520-1,
1399782,[],Gymnadenia buschmanniae,(Teppner & Ster) Teppner & E.Klein,2840584.0,1003524-1,
1356594,['Trellis-vine'],Pergularia daemia,(Forssk.) Chiov.,3170445.0,100371-1,LC
1419836,"['Wild bleeding-heart', 'Turkey-corn', 'Staggerweed', 'Eastern Bleeding-Heart', 'Fringed Bleeding-heart', 'Yellow bloodwood']",Dicentra eximia,(Ker Gawl.) Torr.,2888546.0,1003783-2,
1419434,['Island mallow'],Malva assurgentiflora,(Kellogg) M.F.Ray,3935047.0,1003822-1,
1400845,"['Bamboo orchid', 'Philippines Orchid']",Arundina graminifolia,(D.Don) Hochr.,2795522.0,1003834-2,
1482313,[],Vella bourgaeana,(Coss.) Warwick & Al-Shehbaz,5375669.0,1003840-1,
1403062,"['Basketgrass', 'Bristle basket grass', 'Woods grass', 'Wood grass', 'Wavyleaf basketgrass']",Oplismenus hirtellus,(L.) P.Beauv.,2705737.0,1004002-1,
1363821,['Asotnemot'],Pergularia tomentosa,L.,7877996.0,100411-1,
1416290,[],Chionanthus pedunculatus,P.S.Green,3684585.0,1004164-1,
1608987,[],Chionanthus brachystachys,(Schltr.) P.S.Green,3682977.0,1004165-1,
1486683,[],Coryphantha salinensis,(Poselg.) Dicht & A.Lüthy,3955076.0,1004172-1,LC
1522033,[],Stifftia fruticosa,(Vell.) D.J.N.Hind & Semir,5405431.0,1004204-1,
1363823,[],Periploca angustifolia,Labill.,8222621.0,100427-1,
1356266,[],Periploca aphylla,Decne.,7707846.0,100428-1,LC
1701592,['Cycad'],Cycas edentata,de Laub.,2683238.0,1004281-1,NT
1402454,[],Ficus paraensis,(Miq.) Miq.,5569960.0,1004295-2,LC
1730193,[],Plinia spirito-sanctensis,(Mattos) Mattos,10980288.0,1004314-1,
1670472,[],Arachnothryx chaconii,(Lorence) Borhidi,2897213.0,1004319-1,EN
1443567,"[""Mohr's thoroughwort""]",Eupatorium mohrii,Greene,5402779.0,100437-2,
1463675,[],Ilex excelsa,(Wall.) Voigt,7492632.0,1004445-1,LC
1392232,"['Common goldentop', 'Flat-Top Goldentop', 'Slender Goldentop', 'Flat-Topped Goldenrod', 'Grass-Leaved Goldenrod', 'Flat Goldentop', 'Flat-Top Fragrant Goldenrod', 'Flat-Top Goldenrod', 'Fragrant Goldenrod', 'Narrow-Leaved Goldenrod', 'Slender Flattop Goldenrod']",Euthamia graminifolia,(L.) Nutt.,3092782.0,1004467-1,LC
1389027,"['French-cotton', 'Prince-of-Wales crown', 'Roostertree', ""Sodom's-milkweed"", 'Sodom-apple', 'Apple-of-Sodom', 'Auricula-tree', 'Cabbagetree', 'Camelweed', 'Giant-milkweed', 'Kapoktree', 'Mudar', 'Rubberbush', 'Rubbertree', 'Small crownflower', 'Swallowwort', 'Apple of Sodom', 'Liberty Tree', 'Sprain Leaf', 'کرک، استبرق']",Calotropis procera,(Aiton) W.T.Aiton,5414566.0,1004515-2,LC
1396065,"['Blue palmetto', 'Cabbage palm', 'Cabbage palmetto']",Sabal palmetto,(Walter) Lodd. ex Schult. & Schult.f.,4925538.0,1004566-2,LC
1356596,"['Silkvine', 'Grecian silkvine']",Periploca graeca,L.,5414545.0,100459-1,
1362244,['Cornicabra'],Periploca laevigata,Aiton,6022574.0,100468-1,
1676202,[],Notopleura tolimensis,(Wernham) C.M.Taylor,5336799.0,1004746-2,
1460623,[],Fockea angustifolia,K.Schum.,3576109.0,1004792-1,
1459815,[],Ceropegia inornata,P.R.O.Bally ex Masinde,3574797.0,1004867-1,
1661903,[],Euplassa semicostata,Plana,3996470.0,1004879-1,LC
1635955,[],Vanilla hallei,Szlach. & Olszewski,2803419.0,1005182-1,
1635969,[],Vanilla ochyrae,Szlach. & Olszewski,2803383.0,1005185-1,
1484461,[],Puya vasquezii,Ibisch & E.Gross,2696055.0,1005196-1,
1487071,[],Frailea stockingeri,Prestlé,7283852.0,1005218-1,
1557202,[],Moraea longistyla,(Goldblatt) Goldblatt,2744417.0,1005339-1,
1363340,[],Moraea mediterranea,Goldblatt,2744441.0,1005361-1,
1664963,['Oi Oi'],Apodasmia similis,(Edgar) B.G.Briggs & L.A.S.Johnson,5290422.0,1005468-1,
1664983,[],Baloskion tetraphyllum,(Labill.) B.G.Briggs & L.A.S.Johnson,2706941.0,1005476-1,
1469933,[],Livistona fulva,Rodd,2733464.0,1005519-1,
1397494,"['Blue moor grass', 'Blue Sesleria']",Sesleria caerulea,(L.) Ard.,4119608.0,1005554-2,
1400266,[],Pachira flaviflora,(Pulle) Fern.Alonso,4073918.0,1005566-1,
1358315,[],Henophyton zygarrhenum,(Maire) Gómez-Campo,3047660.0,1005587-1,
1593239,['White silk floss tree'],Ceiba chodatii,(Hassl.) Ravenna,7878348.0,1005658-1,
1593240,[],Ceiba crispiflora,(Kunth) Ravenna,7730107.0,1005659-1,EN
1390214,"['Floss-silktree', 'Silk-floss tree']",Ceiba speciosa,"(A.St.-Hil., A.Juss. & Cambess.) Ravenna",8688929.0,1005661-1,LC
1503183,"['Maltese centaury', 'Maltese rock-centaury']",Cheirolophus crassifolius,(Bertol.) Susanna,3097098.0,1005752-1,CR
1409217,"['Denseflower knotweed', 'Smooth smartweed']",Persicaria glabra,(Willd.) M.Gómez,6391450.0,1005755-2,
1733034,[],Parodia muricata,(Link & Otto ex Pfeiff.) Hofacker,3948592.0,1005819-1,EN
1487910,[],Parodia oxycostata,(Buining & Brederoo) Hofacker,7281349.0,1005821-1,VU
1419821,"[""Rock's Peony"", 'Peony', ""Rock's Tree Peony""]",Paeonia rockii,(S.G.Haw & Lauener) T.Hong & J.J.Li ex D.Y.Hong,8420911.0,1005939-1,
1400199,[],Protium gallicum,Daly,3993298.0,1006009-1,
1392731,[],Helictotrichon cantabricum,(Lag.) Gervais,4153218.0,1006038-1,
1608032,[],Nothofagus macrocarpa,(A.DC.) F.M.Vázquez & R.A.Rodr.,2874998.0,1006074-1,VU
1405366,['River koko'],Inga vera,Willd.,5357680.0,1006087-2,LC
1733657,[],Pavonia strictiflora,(Hook.) G.L.Esteves,7780424.0,1006407-1,
1619483,"['Wallflower orchid', 'Donkey orchid', 'Wallflower Donkey Orchid']",Diuris orientis,D.L.Jones,5321723.0,1006455-1,
1475005,[],Begonia postarii,Kiew,4157756.0,1006541-1,
1464075,"['Alocasia Black Velvet', 'Black Velvet']",Alocasia reginula,A.Hay,5329895.0,1006568-1,
1423422,[],Lobelia oligophylla,(Wedd.) Lammers,5408819.0,1006664-1,
1462576,[],Prestonia erecta,J.F.Morales,5536592.0,1006675-1,
1649320,[],Chusquea gigantea,Demoly,4134548.0,1006749-1,
1460674,[],Geissospermum sericeum,Miers,8283057.0,1006780-1,LC
1583860,[],Parkinsonia praecox,(Ruiz & Pav.) Hawkins,8619679.0,1006943-1,LC
1542854,[],Balakata baccata,(Roxb.) Esser,3063658.0,1007111-1,LC
1361940,"['Fameflower', 'Jewels of Opar', 'Jewels-of-Opar', ""Pink baby's-breath"", 'Panicled Flameflower', 'Trans Pecos Flameflower', 'Big talinum', 'Water leaf', 'Flameflower', 'Golden Moa']",Talinum paniculatum,(Jacq.) Gaertn.,3084672.0,1007146-2,
1701583,[],Cycas clivicola,K.D.Hill,2683259.0,1007290-1,LC
1369310,[],Pseudolithos caput-viperae,Lavranos,3574490.0,100734-1,
1441605,"['Summer-holly', 'Mock arbute', 'Summer-blooming manzanita']",Comarostaphylis diversifolia,(Parry) Greene,2882663.0,1007815-2,
1400388,[],Perebea rubra,(Trécul) C.C.Berg,7262674.0,1007989-1,
1369779,[],Raphionacme procumbens,Schltr.,3573203.0,100809-1,
1611953,[],Broughtonia sanguinea,(Sw.) R.Br.,5321280.0,1008135-2,
1701681,[],Ephedra monosperma,J.G.Gmel. ex C.A.Mey.,2653362.0,1008173-1,LC
1423292,[],Senecio candollei,Wedd.,4240190.0,1008174-1,
1462658,[],Raphionacme vignei,E.A.Bruce,3573052.0,100819-1,
1551006,[],Aeschynanthus pseudohybridus,Mendum,3824855.0,1008212-1,
1550871,[],Aeschynanthus batakiorum,Mendum & Madulid,3818796.0,1008213-1,
1567891,['Kikar'],Acacia acanthaster,Maslin,2979852.0,1008226-1,
1568527,[],Acacia lanceolata,Maslin,2980669.0,1008258-1,
1487216,[],Kadenicarpus pseudomacrochele,(Backeb.) Doweld,7280254.0,1008390-1,
1433306,['Rio grande pearlhead'],Isocarpha oppositifolia,(L.) Cass.,5400848.0,1008406-1,
1400200,[],Lepanthes cremersii,Luer,2851964.0,1008445-1,
1538799,[],Erica comorensis,(Engl.) Dorr & E.G.H.Oliv.,7327809.0,1008483-1,
1484912,[],Tillandsia myosura,Griseb. ex Baker,2695670.0,1008536-1,
1546028,[],Euphorbia seibanica,Lavranos & Gifri,3065655.0,1008550-1,
1620165,[],Epidendrum angustisegmentum,(L.O.Williams) Hágsater,5320338.0,1008574-1,
1437929,"[""Hall's bulrush"", 'Hard Shield-fern', ""Hall's bullrush""]",Schoenoplectiella hallii,(A.Gray) Lye,2710705.0,1008596-2,
1545588,[],Euphorbia martinae,Rauh,3064220.0,1008674-1,EN
1670927,[],Atractocarpus benthamianus,(F.Muell.) Puttock,2898513.0,1008717-1,LC
1670929,[],Atractocarpus chartaceus,(F.Muell.) Puttock,2898523.0,1008719-1,LC
1670933,"['Randia', 'Native Gardenia', 'Yellow Mangosteen']",Atractocarpus fitzalanii,(F.Muell.) Puttock,2898527.0,1008720-1,LC
1416478,[],Atractocarpus pterocarpon,(Guillaumin) Puttock,2898544.0,1008732-1,
1670950,[],Atractocarpus versteegii,(Valeton) Puttock,2898489.0,1008735-1,LC
1687422,[],Sideroxylon obtusifolium,(Roem. & Schult.) T.D.Penn.,2887108.0,1008737-2,LC
1444051,"['Spreading sweetjuice', 'Carpet-weed']",Glinus radiatus,(Ruiz & Pav.) Rohrb.,3084618.0,1008757-2,
1559389,[],Discretitheca nepalensis,(Moldenke) P.D.Cantino,7309275.0,1008759-1,
1562266,[],Pseudocaryopteris bicolor,(Roxb. ex Hardw.) P.D.Cantino,4086453.0,1008760-1,
1564745,[],Tripora divaricata,(Maxim.) P.D.Cantino,3888672.0,1008767-1,
1384030,"['Cochineal cactus', 'Cochineal nopal cactus', 'Nopal (Mexico)']",Opuntia cochenillifera,(L.) Mill.,5384050.0,1008816-2,
1557660,[],Sparaxis auriculata,Goldblatt & J.C.Manning,2745862.0,1008830-1,
1392508,[],Genista ausetana,(O.Bolòs & Vigo) Talavera,5627705.0,1008873-1,
1561143,[],Ocimum spectabile,(Gürke) A.J.Paton,3896086.0,1008971-1,
1723880,[],Ruehssia macrophylla,(Humb. & Bonpl. ex Schult.) H.Karst.,3571692.0,100911-1,
1419659,['Multi-flowered Aerides'],Aerides multiflora,Roxb.,2811153.0,1009116-1,
1400577,['Graceful filmy fern'],Hymenophyllum fucoides,(Sw.) Sw.,2651310.0,1009149-2,
1414107,"['Purple sand grass', 'Purple sandgrass']",Triplasis purpurea,(Walter) Chapm.,2706386.0,1009150-2,
1402361,['Callingcard vine'],Entada polystachya,(L.) DC.,2976206.0,1009172-2,LC
1622895,[],Gymnadenia austriaca,(Teppner & E.Klein) P.Delforge,2840564.0,1009209-1,
1474187,[],Begonia chloroneura,P.Wilkie & Sands,4159109.0,1009275-1,
1679991,[],Rubia linii,J.M.Chao,2892237.0,1009290-1,
1414815,[],Sarcolobus retusus,K.Schum.,3571375.0,100936-1,
1443575,['Upland boneset'],Eupatorium sessilifolium,L.,5403176.0,100946-2,
1416021,[],Oxera coronata,de Kok,7406391.0,1009462-1,LC
1414624,[],Oxera brevicalyx,(Moldenke) de Kok,7593702.0,1009463-1,EN
1648792,[],Calamagrostis brachyathera,(Stapf) Govaerts,5942343.0,1009669-1,
1610289,[],Acianthera decipiens,(Ames & C.Schweinf.) Pridgeon & M.W.Chase,2839889.0,1009719-2,
1388906,[],Clinopodium corsicum,(Pers.) Govaerts,3887664.0,1009788-1,
1559232,[],Clinopodium obovatum,(Ruiz & Pav.) Govaerts,3886188.0,1009813-1,
1480040,[],Crucihimalaya lasiocarpa,"(Hook.f. & Thomson) Al-Shehbaz, O'Kane & R.A.Price",3041658.0,1009833-1,
1480044,[],Crucihimalaya stricta,"(Cambess.) Al-Shehbaz, O'Kane & R.A.Price",3041651.0,1009834-1,
1480038,[],Crucihimalaya himalaica,"(Edgew.) Al-Shehbaz, O'Kane & R.A.Price",3041702.0,1009835-1,
1495905,[],Chrysochlamys allenii,(Maguire) Hammel,5555791.0,1009871-1,LC
1495933,[],Chrysochlamys silvicola,(Hammel) Hammel,5556036.0,1009875-1,LC
1440943,['Mojave sand verbena'],Abronia pogonantha,Heimerl,5384868.0,101-2,
1671745,[],Condaminea corymbosa,(Ruiz & Pav.) DC.,2908496.0,1010049-2,LC
1613187,[],Bulbophyllum papulosum,Garay,2844038.0,1010142-1,
1613347,[],Bulbophyllum recurvilabre,Garay,2845770.0,1010144-1,
1617004,[],Cyrtopodium macrobulbon,(Lex.) G.A.Romero & Carnevali,5541739.0,1010161-1,
1714213,[],Libidibia coriaria,(Jacq.) Schltdl.,2958707.0,1010207-2,LC
1415380,"['River Club-Rush', 'River bulrush']",Bolboschoenus fluviatilis,(Torr.) Soják,7953794.0,1010250-2,
1444128,"[""Stanly's club cholla"", ""Wright's club cholla"", 'Cursed cholla', ""Peeble's cholla"", 'Devil cholla', 'Devil club cholla', ""Devil's Prickly-pear Cactus""]",Grusonia emoryi,(Engelm.) Pinkava,3956584.0,1010425-1,
1444130,"[""Wright's club cholla"", 'Kunze club cholla', ""Kunze's club cholla"", 'Devil cholla', ""Devil's cholla""]",Grusonia kunzei,(Rose) Pinkava,3956500.0,1010426-1,
1545471,[],Euphorbia labatii,Rauh & Bard.-Vauc.,3070043.0,1010428-1,CR
1676118,[],Notopleura aggregata,(Standl.) C.M.Taylor,5336776.0,1010547-2,
1400341,"[""Frog's foot gourd""]",Gurania lobata,(L.) Pruski,3623397.0,1010655-1,
1464033,['Green Sheild'],Alocasia clypeolata,A.Hay,5329882.0,1010789-1,
1464081,[],Alocasia scalprum,A.Hay,5329887.0,1010791-1,
1434929,"[""Follett's monardella""]",Monardella follettii,(Jeps.) Jokerst,2926547.0,1010825-2,
1698943,[],Bulbine bruynsii,S.A.Hammer,5304831.0,1010860-1,
1501764,[],Cabobanthus polysphaerus,(Baker) H.Rob.,3124394.0,1010894-1,
1466831,[],Symplocarpus renifolius,Schott ex Tzvelev,2870127.0,1011010-1,
1389328,"['Coppery vygie', 'Crocea iceplant', 'Coppery-Mesemb', 'Red Iceplant']",Malephora crocea,(Jacq.) Schwantes,3084858.0,1011059-2,
1403143,[],Setaria tenax,(Rich.) Desv.,5289691.0,1011129-2,
1522350,"[""Pinkray Fremont's-gold""]",Syntrichopappus lemmonii,(A.Gray) A.Gray,3132213.0,1011186-2,
1622919,[],Gymnadenia × truongiae,(Demares) W.Foelsche,2840440.0,1011366-1,
1727411,['Creeping-berry'],Curio radicans,(L.f.) P.V.Heath,3107396.0,1011411-1,
1505806,"['Blue fingers', 'Blue Chalksticks', 'Sweet khola']",Curio talinoides,(DC.) P.V.Heath,6064795.0,1011415-1,
1703545,[],Alsophila setosa,Kaulf.,5529698.0,10115-2,
1362702,[],Aeonium appendiculatum,Bañares,8919369.0,1011581-1,
1414779,[],Pittosporum leroyanum,Tirel & Veillon,4161688.0,1011984-1,CR
1414531,[],Pittosporum letocartiorum,Veillon & Tirel,4161681.0,1011985-1,VU
1416361,[],Pittosporum bouletii,Veillon & Tirel,4161649.0,1011986-1,DD
1376645,[],Barteria solida,Breteler,5527824.0,1012031-1,LC
1388786,"['Clammy goosefoot', 'Small Crumbweed', 'Australian Goosefoot', 'Ridged Goosefoot']",Dysphania pumilio,(R.Br.) Mosyakin & Clemants,5568339.0,1012195-2,
1486659,[],Coryphantha glassii,Dicht & A.Lüthy,3956448.0,1012219-1,LC
1400398,[],Carapichea ligularis,(Rudge) Delprete,2920676.0,1012269-2,
1479524,[],Biscutella conquensis,Mateo & M.B.Crespo,3041890.0,1012275-1,
1717456,[],Hymenandra calycosa,(Hemsl.) Pipoly & Ricketson,3722318.0,1012304-1,
1660593,[],Hymenandra sordida,(Lundell) Pipoly & Ricketson,3722259.0,1012305-1,
1660594,[],Hymenandra squamata,(Lundell) Pipoly & Ricketson,3722248.0,1012306-1,
1660592,[],Hymenandra pittieri,(Mez) Pipoly & Ricketson,3722275.0,1012308-1,LC
1405513,[],Mandevilla rugellosa,(Rich.) L.Allorge,3616415.0,1012393-1,
1486702,[],Cumulopuntia sphaerica,(C.F.Först.) E.F.Anderson,3953871.0,1012487-1,LC
1409330,"['Bastard copperleaf', ""Red Cat's Tail"", 'Bastard Nettle', 'Chenille Plant']",Acalypha chamaedrifolia,(Lam.) Müll.Arg.,8339104.0,1012504-2,
1728604,[],Schizostephanus alatus,Hochst. ex K.Schum.,3579792.0,101267-1,
1544687,"['Rattlesnake weed', 'White-margin Broomspurge', 'Whitemargin sandmat', 'Whitemargin spurge', 'White-margin sandmat', 'White-margin sandwort']",Euphorbia albomarginata,Torr. & A.Gray,3067191.0,101272-2,
1420456,"['Rocky Mountain raspberry', 'Delicious raspberry']",Rubus deliciosus,Torr.,2999961.0,1013078-2,
1633307,[],Specklinia guanacastensis,(Ames & C.Schweinf.) Pridgeon & M.W.Chase,2835478.0,1013205-2,
1414816,[],Secamone elliptica,R.Br.,7312404.0,101324-1,
1408325,[],Lycium mascarenense,A.M.Venter & A.J.Scott,3803374.0,1013408-1,
1698818,['Aloe vera'],Aloe pseudorubroviolacea,Lavranos & Collen.,2777148.0,1013410-1,
